Key parameters:;RSA 2048;Scheme:;0x0014
operation stats (ms/op):;avg op:;232.17;min op:;230.35;max op:;252.09
operation info:;total iterations:;100;successful:;100;failed:;0;error:;None

Key parameters:;RSA 2048;Scheme:;0x0016
operation stats (ms/op):;avg op:;234.15;min op:;232.45;max op:;252.05
operation info:;total iterations:;100;successful:;99;failed:;1;error:;015d

TPM2_VerifySignature

Key parameters:;ECC 0x0003;Scheme:;0x0018
operation stats (ms/op):;avg op:;51.19;min op:;49.66;max op:;70.92
operation info:;total iterations:;100;successful:;100;failed:;0;error:;None

Key parameters:;ECC 0x0003;Scheme:;0x001c
operation stats (ms/op):;avg op:;99.28;min op:;95.70;max op:;179.28
operation info:;total iterations:;100;successful:;100;failed:;0;error:;None

Key parameters:;ECC 0x0010;Scheme:;0x0018
operation stats (ms/op):;avg op:;97.03;min op:;94.83;max op:;117.95
operation info:;total iterations:;100;successful:;100;failed:;0;error:;None

Key parameters:;ECC 0x0010;Scheme:;0x001c
operation stats (ms/op):;avg op:;187.80;min op:;185.29;max op:;208.00
operation info:;total iterations:;100;successful:;99;failed:;1;error:;0177

Key parameters:;RSA 1024;Scheme:;0x0014
operation stats (ms/op):;avg op:;8.35;min op:;6.81;max op:;30.92
operation info:;total iterations:;100;successful:;99;failed:;1;error:;0177

Key parameters:;RSA 1024;Scheme:;0x0016
operation stats (ms/op):;avg op:;10.00;min op:;7.45;max op:;30.08
operation info:;total iterations:;100;successful:;100;failed:;0;error:;None

Key parameters:;RSA 2048;Scheme:;0x0014
operation stats (ms/op):;avg op:;14.44;min op:;12.55;max op:;36.96
operation info:;total iterations:;100;successful:;98;failed:;2;error:;0177

Key parameters:;RSA 2048;Scheme:;0x0016
operation stats (ms/op):;avg op:;16.33;min op:;14.64;max op:;37.29
operation info:;total iterations:;100;successful:;99;failed:;1;error:;0177

