id;n;e;p;q;d;t
803;DBC3A31117D76891C199E7FB2DD3E59E32B6C5C61DF1E41A3318ED0D2261D9D8A3B96B589C23DC7B75FC9F26ECC68671443FA2BB555916CB38582901239D98F53CCD032EB5380DD11EB4ECC5516D407B6EEFB8ED56D53C4F2F90ADDE60DA3FAE4F49E451216B9A041E1751EBB7AB60D8DEA418A8F299258854B153A57C59D2B7;010001;ED92C65E597D3300255F5A0B3118714EA38980203FF44CC965388E8FCEE38F99CD4BA4233F786EFAD4544F7E28F7FB671E77B57F785ABD932105F9EF5611702B; ; ;420
804;CE0FF55E6F082CF440584DA9E5A93E265CA1EE85240B9D4FA20B31D5C4A3277F7B21439BBC9A25F3E1008AE249194C192221E6D1B5C794ACC090E95B541B67B4D7908B3401257D03898F15C69051728FDC3501835336A1457367ED9B6A0DB9EAC3F60C7C2E0F2EE418B9F7D96EFEDFEC42930EFAF80759EA5D24E6A3C7B5C77D;010001;EFEF594E0AF83ECE1C9D98AF050E14B1BBB4B1CB0D0F0ACA2156B9411DCFC96F15C7FE0DDC9082B9120B33AFBEC6CFEA1F2838B6803596BC446717FB8D3555DD; ; ;1289
805;FD52BCB56AC5EAEC301B9C277375F719632E49BC899E03EEDD21F719C52953B3C263A5B940BC330FB917F73C5D037F92303E5A3723B17ECD77FA46F93721A716F54D8010F19071CF75B6856B267FFCD622D46F92A9F0718DB70A66148050958E01875E28D802DDDFBC4F41B7E53374827CC548B81EBA3D6798A1EEB12E40C409;010001;FF49C4FA101B8BE2344EE95F5151674C5574EDFA7AB5239D608CCB6DDDC26B9BE772F92462CA43EDB14F3AC280E0F0E0E844682967A0C5C5BB5FA9C97BB8D355; ; ;1227
806;D69C7E25A3E68C478131FFAC8E59761A04D50C183E2D51918042B2DD500332E41D02CD90C6D4F47070131B44A868F954707E9119B5B093077FAA0BE2A219F14BD5D971CFCB1D684FC307F0B2A94838533073D9A511ED12E7A078A8662E29182D069FCF61F8F4BDDA3FFB560DD0D191205AB734385F522B434C40D4512CDB9027;010001;FCA6A3D7B4EB076BFD46C0DC1582222047ED5160CC00F5A99BECF676DBB7F1F541C5664DFAB49FB8C639D730783B941DE4576B8317DFCBDAACBF7A03EB7E5C87; ; ;1705
807;DD4BEE23006183D6CF1E1F7A0A3B8EE1F04B1A02DC61BE9932B3BB0DFF6126B18E7D7664F217B6E87FB8DDB2026845CC193BFE33280A43276D9B486E90E3E5771479D3BD18ACD25467257EE98BCD4E842E6374F0479315E965E2DE5E06DC6A4413FB961E01F137C16E828182C5F3D46C2938670068D5594B449744FF4920C93B;010001;F1CAFD510BAA6C025559A8817B3FCD7726CC11AF3E50F1F44973B0A0BBC277D7F7BD56BED74FA6ADB9A5D5DC593C705B53B183A843A4EBFF991BC1691F4774DD; ; ;919
808;A6A7869099D3459A7D4364DFE4DC9B178972DBD143FB98BAE1D8723B22CF4B4513344D658A0F6746A58C04CF7054DE1EDE1F3B4B7FF459847DAAE3F108816F31D323BF0F374593029F99BFA5F595119DE6CBE2E425B728A7790B779A5933606746A17365BCEF175E916704431459B00FF65F9F147BA3A562DF130E66238BD4C7;010001;D91E97409D3062081AF8BDD2F54A00A51C7B340C74DFD8FC71C73E7074A51A7CE6D5A96AACCEDC32A5E3FA7CBCC4DD738AFE30B8DDDC9B35ABCCD18F2178BEF3; ; ;669
809;968CFBEC6E1020DD7B12805608CB655E911A5DB281F77CA84140711DA8E386DDC18FD34DF03DC75FC279EBA03172AB2F1C2DA8DA13C8851A95ECD1B7560FAFAD76AE36FF91183103FD90C63218B027750E0A78B8BDF6948FD4A68E073B9CED5CD0D2434A1D880F60009C6F729D4F43EC144BEF7A2198499EE945874121CFA9CD;010001;C4D21DCA09B1E210B7603996A0583890E29D823946324BF45B3FA4206A038B503412E3E8D498C803B7DDB40AFBC3D77B784DB09941833E54BE61036714673947; ; ;935
810;B3198425D7661BE2BD40C219062A867051245A9C17026BCC52FC9336722EB074274422B30EA5AE3906ADE67C4A7D68F95FDCC0851AE15EC6CD55F37012145AA518F132D7C4F03801AD0A1577AD82952B140BAEA0EC997CCEA32C47AD8CE2D4DE2F4EBE07A4EBC207B6E467A4C73C73E014D274C762181CCF93201036B04CCD5F;010001;E9FCAE369E2FAFC54C44D70312E5D31441067774A497DA679A392C9730BD5A2B7CE2662942131E723BBA3AD4A0DD28763F058C08C20F3699CE1C780776CD4A23; ; ;1020
811;ACAF8849A5D29A2A2D1615D104DAA57689CDB0F24A58E45449A1D5765A9B42D0ACF60FE13E2C9A55E9FF9A7354ED5EF15C19153AA18975D2832275CBEB08B0FAEA8EA8D7275D7F41EC8054BF5B712EE78D34F4967901D0CBD35CFBA3CF5BBC016B76C663D59444516905E452A3B76017E25D7E7208F65DC3D2F72AC997B9F125;010001;E0B0426B7CEC4099F01110060899DF40D846A50125C7062BA054F0677755FA3F76997D5033CA8B5E3D4C671E674A2B41A5358BB597E300EFA1EB7FD0A2F8E75B; ; ;874
812;C6CFB792A604C605DCECF6B40587A44490367E64E62CC9BA3326ED6DC6AFDE91F467071D6BE3071BB2728258C3F6B1B5419C0067F77AEFFC04A13DBFD668C660A917CB99B002735419EED301A0D46B10211DF7BB8066A69519D62DEF0356B466FE2B0C481F77E4F0C06E1D0E13D1FDD84985F9BCAC706414777D921D37A1C361;010001;FB8EFC8F41F7ED4E2E9B26D5EC864328EFD76493174FC067B19993BC22E7D475DD5BA9E1101A2516E93F01A359680234D911F3B22CE95654496244B80B2B1477; ; ;874
813;C206766AFF77FFD154E042399B323DA464F535F12732F94E9558E33292861B8CC2963D6B4EF3D71BF8075D4754956B86DA28A0802A952C95253397E14D4457C912212B6947C78538CAC6F65E6D5ABFEF90F0D22F511D6F0BBC0A1E64BE98C6CEB839FA2D3FD2B2F22DA1B268C63207E746388D85D8084DA3B3065724570010CF;010001;FD030D77D9CD415D6FAD38DB52232273C6DA60DE0EE307F95EACFFF6E41498A7CDFEDAC34D2B4272BAC49E6953A515957FCE0B7188698DF019CF4317754B9A0B; ; ;567
814;D49858B7C2BEB9C51325867D2BDC6941C5C2F9558463A41B60972B698CB24CB0C459BE93AE44C1100C4845F334C58FD1B9A4F8090FF5E4011F8BBBEC7FD8B2B66FEA9D40855362C21AA827CED57DC24F19B375A0B39BC7B0DEAB451E36C887025F9C173EB5500C04D93C7985112C58D560B833C794C5BD709B23F01DE4007C57;010001;FCDFD7125693A485843D0C9B25DCFE3FA94FE16BA63AB680F2AF0FC3A7D42B739E407EA4BE76C1D34F7E12EC0BF8F20B96A40C8FBD9100EBC8D87F4B166FD591; ; ;998
815;E4A9EA920EF29A3627101E72C0C8A8A399757AF9D0330BDD72CAD7AF7D1EB2374653BD875031D8733014953FAC635C38359267F8A2B7E483A0943B2F9163BC4AB2251355DE941D596CE157FBB8621E62C5A7834193FC3A6C6EE322983EC67D419956700B8B912A1C78FED75FC0A3AFC36E63F631863A3DAE91D955A54CF4DD87;010001;F680532E2F06BF4C20136E79912637DD9F9800B5A5EEA18C13B01E038E4C75C4D82E1EC9A1225D439BE29D3FAA6886DDDB5EAF9D6029AF61296080FB6ED29D19; ; ;544
816;DA357F7256E75EAF7D6E821BE4497D200F85B64FE24B53965B6F652F0B8B3BA48FA1C61FA61E9FC0FC9044DE158F200122CAF896DD301C6B174A9D7B126C2916D0F43865E0DA0B0F3967638658119F4C83761D575B74B914A1ECD85C2A9E800067BB8682DD77DBE44FD7DB8B998E1DDCBA882460C8ED0503FA7E0B80E51D6CA9;010001;FAAC8F8323AC3AF584B6B1D5A284B7B1A92A4CC5E3B6FED2F1215406287853BD5655B6A6871C4EABF4922C3BD04741C7FCD7128237070E78B863A54A4A530F57; ; ;689
817;E6AB4EE99114C9BA670AD0D91703FB226DC24D3D74D6D9830AD0B77C0DFC7609DA86830E32874C7729DBEDD3C0BA5A8BAA3008491408B9E746A42922E018A2607181DE46742F05782B4F7841744A0F2C73599DF341CFAD1F8ABDC81A9B9C65D11688192ECB417A699DB1C35E7311AC2B64C6ABE157D15EECE509D02A76EA8941;010001;F82956F0DB3C3AEE452F3F893B9CED0E4BE74E6D9602272A90D8E6CCC1BF96DB4D58463D92EF8AE5FEBAE2EC57D15DD5B457E59DCF57B25651450E7BB8A390B7; ; ;773
818;CDE52F0F2207FF4122D23541D0D3B6F7C6B2EFA5C74F775AA9998F8FDB9ABDD5155F8482834A4D5439A62E258A5CDDEB6C73F9F44D087CB7A11558806668B5552BFFC5AC398255F24493B5DAED42FDE25F081137FD419052C17082D599D92DB30F3FA069B19798543D10325EE107455E92652D683375A4519F78BA59353F551F;010001;EC9F2E977009513CAD6F2A91D37AF31977B8D90BBC1702403EC985212074009AD7AE1305B9383F68271B7CF82320B691C26C73E66154548D49656701E39300D3; ; ;791
819;BC0B7684E5E86E17ACA5FEC62949453C50844C59C936C88EBADE8DBEE86B84D304C11294C2A82883EA8881B7385486B89EBE979E80C05E8B8BD9ECA2CB976BF653A64AF29D16007FB93B5AD3852E5776CBE709CA59AB9C304E55D331AE580BE862262136039E116AE9E832A4AB627BFDDCB7E4C3F23D652D97D42019BA15993F;010001;E0671CC60B0DA460AD1E7E47EEBD2559037EB3664180BFDDB96CE03B3A743E579D4229FF588133F62314059334F27A46FE4B17E54BAB910A62D1F7B584D4CF0B; ; ;1248
820;976B3DCDCEBF7C952420690A8CF427D77281754095C27E83968ED709BB7CC91D03949EB61A1F9CB4D4AB3D973A755DB034CEE1A55C39A35F8AC85DDACF5DDF2CF89072F4415AFF4E4AE835BBE41AA47E345A7C367AC40E6033437DA7DCBBB9231E461D98E0629E3E9FDD98096D2CEA5840FA38C188D603434C751DBB28DF9A3D;010001;C94C3ACFF4C386D16DEB8E57E461941A1F5F95EE45C15F1B09A6A797D9C176D0B7F7C2AD1BCD3590AE7739960D304BB54CE361A2361994CB504F5DC6F109533D; ; ;774
821;B6055A7BF2F4C712483214C7CB87013E8F4B4AD0EFF3C895BD57A3B3A95BB07A7F64A735209F5631671E435F1DC017DE5F363E2F111907E0BB673D3F83739EC517632A42B8FA4926CD1191118C7A229BAC15D1B8C828DA8C5202930419FA213D21CACBACBEE7B51D6C859E2D5F97AA238DF57663AACD9EF3D5C2393CA322D57F;010001;ED4DB712751C5F4939BC9FC53AE4B40BB1FCE519CFEEF1F418DD53F9039A9636A24540B0CB16F6D9F6BCD778FC662ACF8D2DA4F964682453F6E99AB5111E8D83; ; ;1103
822;B6AF2D3143746BC8EBEDDE1E2513D4A0A302F798A8BD4887563191985ADA25E9A498D04CF54A4B9DD2BC64A30DA96A92285BE8DB89C915861CA21AE383F2B96510D8B0FF54ECDC90CE58384A03C0F1A82BA9583123AF453BCF4633DBCEC601B3F4C57133B72FF67ADA7B987E477ECD6FC3C03A08694DA2EFFA49C56C6A7090BF;010001;F29F84E9D10BFBD36C5047E8A81889816C902930ED197C12BCE84E84137F1F4ECED03578B377F19F4D7EB8609F7E4C90A5FC148944B7B3BBD508EAA51F74972B; ; ;731
823;B0285FB587ACC2895A44795D5EEBFDD95F2B712AACC4629A0BDB89C5E6F5DB4AA904EB293F1DE53C2A5403AEF5E131714B3923BEDA4558F7E80053B5EF082C888261C53A84652F5FAC30E0C0E7AAACFEA7011FE8BAAE2F3D701F45345581B414B050802C1C008F42DF7E140607C69A5A059944F1E1AEBB509FA7ED8A3E62C86F;010001;DFDDA4338FF314C9F4F120BE195864972983EA14CB001D6D925E6F9F914B0D1CFCEF45DB2675B46B2785B4804B8D66C8142553CEBE34EEAA2F5CCBB677C651DB; ; ;256
824;C40F5FBFE0C09E412E9E2369DE97B2611709BD46EE6A2F1AF2162381905FDFFB5A241A499A695FE5F0838A7DC80DC16464CC1405F326A1440701DD4EABB88A3B8C6718BA1C21B6183556C2EF22BFFF1992C6A5CA4A0E5A326D5459AE43012655BC593A1ACDDFDD1FCE9A94827E447978D5CF1CFB5E3F737BB881799EEC10FFFF;010001;FDEB8F980A850BF0C2D8F72E78E011A7DE9F3A47FC698ED5669069ECE1A85795EA4E50A22513EAC848004B8F02105F4037CDFD3EF9216476FD96F264CC4F25AB; ; ;1001
825;E2ACC495962FD78961C85CD9C64D3C305C839FF34CE3DD278CF2BC292DD5494A7F00D78A2D3C47379318433DC216A9797A03486B627F8A4CD27914B10D14185309347F2E4EE33DE10F0C24EEC6E9D41C87945DD0AEB9FE937AE3514DA5C3E3748427F0602345B915686F0F5BA46AC8A2EE7CD46BC2F665B1E350DAA8109C0A65;010001;F50DDCFAEC253585BA84F14DAC5C0A3559070430E44C0C056278D37E7E5FAB36B912795DD93B932187453D4FFBE8EC96DEDEED70B7A667A3218A538053689CE3; ; ;422
826;AC5EA95D52858016409FD02C1997E3E1EB1BE696743D646C6770E4CAC282B05C8758D0DB98F0C96D714C2E923E205F53C237F703A609A4FBBA02C86D051A890620E60FB9E2C5136D28590AB80A5D11B4E2D664FEFD79C16F74C8F5EA9166D810975BCF40C788EF83B3D14487A2C5E45EEB3D473EC066E34A8D60A3543AB5B597;010001;D213B93E40868711CDA5238106A22B6D6A9A71DA7FFA82A1E700C152655036BF1D9842AE7416D7500F1BF6EF10471E69A757A83DE0EBDCA9812EBED85107294F; ; ;317
827;B04090A4C5EA80744E3D060DF099EFFE52E8958416FEDFCF7A1CC1833E57E1920D135E6F1750A9BEB2BAE9076E93D4A1F0F20E601D4534F452BEDB617F828B4B9D5722474DC3407D01482E51DA83750DC0AA97F9F23433649B45605BDF5DF2074453F60AAABA2884D5EA54389B2A032EF0D328183271D9C36CFE2FB6AF8E7A1D;010001;D8BC451A2EB2641F3F2B94E1D56100D31C27017ABBD4643AAB5A567FE3447FF379A0AB0202315F09EC7E4DD8B1E0CC78985F523F130DF4D32D560377F02FCBEB; ; ;999
828;B9ED2041201C438985E645F7DA246A57F393EA907FE2D94315C3097A027371B49F90EF60D34A3A0516E36E605B56893F8CDF7AD13854452DAC0C258006C309167DF30C34ADAEE02235CC516136CEC38EF6FF7A8D8A8111BF5017A68A070F41A340425780BCAF97D03D84A7E372A604914D1AD30538D818F7188F8A5A5E43FD05;010001;DC12BD212DA8839320A0FC10C52FE0537B5E28A1E2493A87DF2FAB8EBDEEE0A91C02BEAD15357BE7CF94D6187842FD3B30697A90BE668627E21A93317CE718D5; ; ;277
829;C058E5D905112EB2FF89B5C671FAF0F8E2D7312F7FB949BD815185468E8EA73C99B52C7DB83AA80EF2747CC3F00F86B5F0536B4CB0824B7609F545F5BBA385830D4213AB633C07073C5E68327C8889E6253802048B4F5905A13073D7AF02C9218AE42480081AFDB7E3934FA215AAB162C3689A1389A7229DBB704FCC4C1D0B77;010001;FD6946F8F7470576012430952B51B0C562ADFE1F734BCDB6D91A3CB4B0485F78B061ED1EE04BEE4F44B33D845C01E9B3F0E9A959EC7B52C592BB8D8E97383BA7; ; ;628
830;D860F0356E9B0B6D737421383D22FC9C85BA3A5AB12026DC47C0228CE09FE0C92962AF51195742C056A7AC82B9980CD8066BE68150E580754F68B54EE37D3A18EFB284F811B860ECCF6A7D065DFC76D2203C3D5AD2BD144BB283008ACD08966DDAC8A2C89E6C1248C43E808E06921CE90BDEB4F7225514F7FBDA9AA7B17DFE79;010001;FD6B4F99DF3D7A7EC899CF17792EB0C136D3ADE0FDC39C41E8DF8FE1A210E7057698EA59D0BAA3A8788A453C6AAE4E6D63E3CF67012D588E973E5E93274222EB; ; ;896
831;E27449C8966D2B41D6A481BDE0C16D070D524262AF49742D7999DC9206ED29CA190110EEC37B1D7EE95AD54761654D7ADB299A37860F8C52A4B6F79F12EC9CC1DE40630254E10C2250BCB9A2B9A42F45FFD83A2AEBD96B138DD1F4DC8590133264B8919879011419B6EBBF5CE9D5BF2BC7EE80FD9184E1EAA77328F6F9405989;010001;FD1B58D1573B8834330821EED2303055176CD1D834434BF93700AEAADE5F0461ED01798A0F14B84E10968B8B7B75C4AF8DB2C26B68BA2B6B3FD2AA605B56FAC1; ; ;796
832;A92E303065F11E5BD188D5987AF8DE5594AC8E842651504414AC48419E79681B402B2C5B62E290EC8CC29E503D96846C1E0972CCA301CF59A816F4734AED349619C0C961F6BB0904728E8C5E7E923C9473D164FD20BFC2CA461EAD0FB5D11F3B753CD9DF91494322BAD340892D90DAEB4A7E3A8A3677E9AFCF5ED22603788785;010001;D29887564F95441FFEDD313BB2320139031FBCA2DDC63ECD5E0132059DFAD9F09853F8C741E569480FDC39A6141D8505CFB43301DF1139239C4990D2CCD9A083; ; ;648
833;A833B912F5383BA88D65C2DD93DD517185D5275C012E50DD78A958322098C5716B92FD7F8A72CCF07333BA8E7EBCBA90599D9C38C5EE53DD30AA7A353C301D93F77FAF81B840D75E4C2A7C95CB7467EEF2EA3F41B4EED12C423F3CA4E3622412F1D84EA45FF8B8BD4E24FB2A30FA49246772587EA4989C095626CF4FB7F38615;010001;D56A3C6B9E7F61CD1C9457BE59FDA2585E71570524A3D720952AC320F9B4017F0E0E71BAE8BE714B9116F1CDAA4A4D3A5A0D0256EFB56EF78BB005A3FCFD4FBD; ; ;2304
834;B671E66214C2831388B9AD0AE20909C1C1F243A254463D77F77BDFB5405F410A8F003E5FE1ED18A2033F0F0EF2C19DA88D78EA9F5E22792C30F4ACA62EBE9E1AB38966F5496A0863EC63147057F43880874CB25DB97930F7F4D3E7BE7BBB6D44B0B919DA8CB69541E2515BC15A5FFC72CFEE17D6EB831079E1AB51C03DA92A25;010001;E1CE34703E035EE04022B34151326BEA4BBB96EA3D9B1113FC77F6A5B418AEC89A36C6FA0DD7DC5375ECAF15E7DF1F0D6CEAD0812258BD3075D1644CBB5C50E7; ; ;1600
835;DA5706BC7298A202B2D805CECFF83E20BDF9A9F3EA6ED03D2F114171FF3E5D8FFB9CDB2209D2AD8D7BC928D047FA90033EBB0F73ED18B9E3BACA92469E43443905F1BF520C705C9A95D921477975A818F578B892CC94523999700BFC6FC39C821609FEF9644FA5F464CCD3B9FA0D6AB6998D38466910E477A44FAF947F881F17;010001;EF31DA1E1CA966C385693F43CC8EBC14B8B7A650F0E24B8E02673DE2FE6249F1E1CF572D5832556F3EB0D225FD2B4A719056B6620F47B3CF650D878D218E8E3F; ; ;793
836;AE1D3CA3AF3BFCC708E52772DF66861F09E0B86F9C6463E75473267B7872771D2E587A87E43D44626EFC29AEF3C513210733649676BC3F0A084DD8F37F78CAA970875599FC0AD5BF64AA90B34B6478A7CA3F9A57EFE32F8CC2817CFC80E113AD5161FD9430464A5353EFDC48BA3AC5D4880AA0463008E4256AAEA22829E9E649;010001;DCF1EB6177B35D3B98EFE3445BC66B7CB59B1418E74EA8FB61F0A050709E980B024F3CD546E2CB0C06D4CAC1D319A971233EEAD7A03BB633D7C93C38601A51B7; ; ;648
837;F9AD28940AD32C94D8B37310D6F6142CFFDD40760ABCCB0FA5CC066F46F4E89C2D345D98ADA82CBF97EBAC0705C94B8C0D51A753B2E9F5BD440A4676915C51928752BCC023C8D1F6CF3ADE6A70E9803CF790C7D34D0244B5C8A19DDD1C22A80198D55E57D5E46CC5D7425865C4DDAC0415A519C9DE4DBD7A1284676A3E3262B1;010001;FFC2CC5D0BED18B63D5BA5FC56C5BD2E9A77246E1957AAE1D11791856E23768A2E9BF68DB3969ED2F6D8B1EC768F87B6A0E8AD605631298696BF29453C377E51; ; ;526
838;DC6E8D7BC61CA2A2B89C5377B9BC029F97468B0DA3EDDD40895660BD736B0C764385451D787AE5178C9373BAE9FAD0D33D530FA1A355D3EDAA0F222345F7E760283591AE88441C71E580E6AB4F79060042EB5943EEBFD643DC69D007606D239C1F70A3E1C04CC848627E8169D3AD8BEA1375D06667B487CCCA419448C63A201B;010001;FBF17A39B3C5CA85C3B0C14696AF021D60BAFA55346E2DAA5EF7E28F2591855A4B3D608D37171FCD7C380198F248A39EFA37D8E99E45DC29F54241A2EFAA9749; ; ;712
839;EB8DCC8839C0FD71202821799C69C84EBA668F7729809EE555152A8CD19676CAC456B4F4D9296AA23C62DBA096E68A3CD82D784B33262B8D74F683235F5C57AF3348858D3616CC46DDD36870F23EFB8A9CCE0C514361CC07FC0DACDF8615CB3010D9BF79BCAF9C07E0A590F45828640EC977D95C509E21BDF2E00F3D706B082D;010001;FCE502BFF76A2DD74D39153BEBEE296659CAEADFDB397CDB8406D2DEDF4901E771E349A1FAD54ED8D5457472315900E51B7042D1590A59DBC1B09C3FE56DE5F5; ; ;609
840;BE30514BB4E514B2FC532CACC8861A03C4C23685C0448139FC13432A310B9AAF2E41DE8C34AC991826123EA7112FD87FD343516C4B47285E51E97BC4DF36822A27405618A13415BCBEB61557427DC66BA4232EE66088E6E00B37023B6CF8D838614190588922B7081FC1E162D18534608C3A8472B2AA6546CF9D12ED15BC95BB;010001;; ; ;481
841;E8101F70FF19B1D2EF43EF1395F1B5E1A8A6777074529D2DD1CFFE91EF99596606DDB41C9D4C40D6CD082272B25CED2795D98C52D640978F3EC46423E02EDA5BDE54A9AA7569662BE1EE043E0BAA9A7177FF82198EE98A5CD54688545C70FCACB8B99BFC33A726DEE59F1B6B5E03F7351A37FF66AC5FE1ED52FFFEEE86812073;010001;F7C77895AFDD2704B64682B5504650CA8264A64F292689AE970A3D146201800E440DA193A92A7DDD9D98A63EF0A18BFB5264D96F0776F75AC4AC23E6D7C5A66D; ; ;730
842;BD9AD46AFD8577689C686AEE2FDF16CDB9EABC5BEC1119EA68D74B08101DD00B8E7EB3C3DB9890BF17FAA90117790CD2A0FE98EED4DFE69760DE6A12891F24D01187628FCB888F92108D8A396412EADE2E3581C204D444A2997B624290FBB041F4AC2CAAC1C63EFEC145A917016EE7981052347FD25454EEEEA8B2134D73D7CD;010001;EF26A05F76C5A01D698E955EA9D1F91A71AA56840AA9DB4DB30641A1DC14FCCA02DE8002335ACBE2123B40E5E3B937757E0D77F3010B54A2EEE9411C297521C5; ; ;607
843;C9D33B991282355CDCE891F44A74618BBED7F0D3EB1B405C20AF1E6D05494AC916651D72F8E00AE0D170FEE40A538D47D52947EAA7A8504AEDF5A0C8581F6ED1FA185AE5EF5049B84F24A1CB0933FAAA1B34F0A875DEEACECC218F8A1DEAEA5AA970BAA1E9915833D088D1E31F86387A9D500DBB973D1573E56EF232218137F1;010001;FD534DAF57EC5FBD384CE8A766055540865FF2F57CEB026E422E7CF40F3379B771EB5AD471E5CCE3F48F8C064CF1BA4DA99F1F9A7E39D6DCF61340A703956639; ; ;505
844;D548D95AD485366B57B3AFF7F3A7E33FD115140A64940FFC2627C1309BBA20152BD221C25294A7AA7D47FA602DCA64B8214780CC5DA2E29B248733BCBD5C4A8DECE9425E8C628B73F83067EF8BC165ABF5F021DC3E5E38BCDC06BE58020BFED623B9A46E38DD91A9D2BF818C870135C52A77EE8F3433D5A938A1D5E308F2148D;010001;F6014FEE77611565F2AEDAB652EC784A0C874258058EFDE24905A56256567B92A41EC1CB496CBEAB2B4EFE4819DEAB8CB95C2EBEB69B27C1D961405996A61C93; ; ;1600
845;A59FB51206AA3D1185710579281E61BFB8A1FA67AD5410C5DB7052794E2DA69288D7C83E4504D04895AAC273F97051AF5BB1DBD3D96371B2576CD704AD41636239E3F499758E535A4B6260F0730ED64B9B590A28521003D832EA02D89C85F183D377D86546A01446BDBB8878C336493769C970854B33F16090AE2AAED01E01BB;010001;D4C2192FFAC2E088CB0EEBC11D457F533E0828A8B412594631CA62ADD01C9296497403E0DCEA969C92EDB28C5FC522BF87765FEA391DF73C71A909FA1FE2BEEB; ; ;460
846;BB9E60FC528646415263DE5C0B2A25E8A2D1C6DBFC001EA9BCD82983B7679250792B85DF35B0E68CA85AE1F33AFEB3E007B4AED17F9D3F86F4869CD422666DED5973BC5D052C5AC12643CA50F7EEC3CAC634F59DECA125819715EA488E9356FABEAE1836E3716FE7F4EA7B9C72808622B5F9477CF91EC07E669A1545BB2F37FF;010001;DD99FD42AA0C8765FF1F99D84CD2927430D1A93FB1C5F20E6570E4B291B1662ED2E252C6B77810A2DCD558E7B67C347ACFB338C47AC34824D25DF196BBE762F9; ; ;1498
847;CD9F56A0765775DB5A7ADEDBBA7E447D9623CB542177416C7A64A1F161AE5FD1CCB124C9B74227EABE760022A767C751478466A2F7F6CCBE3D073606B118BC9C4671A374C4FF99EC04416D5BE8909AAC4C584093FC72FC46776724C86EB8A7861EE6A21D8AF345D70EC6089C7E633A67150BF85D4115B906709C2474F01B4595;010001;F14934C1ECDB10D359C4616600A1E0E3735B7EFCE038F1E40CE2129B69C860AFB1D4E54FFEA69917192E2A14568016E0F1C724DBF3CFF0DE74204B6B901EF61B; ; ;1186
848;C91D3F3B7C7D93BCD0308EC0E24C6FC608B68A1B569725BBC491C8067BDA0D5A99EAEBE8F0EA283A0C7F526CE3D827FDA3AE759CB53C8B57DFAA6B33DC166004DEB95598B7B13927279B7FB8CF2A60BBAD48684A8B51FF38A3AFB16BFA00C0ECB1F79EA513D4B6013330E6B1ADA0E1D9385AFC02363472CEF5E481A5E042B82B;010001;E767BE32F88E1E6E9CD9A0D92EC9A598FA79F28974AE79C998A6A62FFF2525D8ED6AF57EDDBA2A381214C6B50F7C8F62B31977A6FEE6DF929124CAE1086DAE95; ; ;1808
849;BA3FD22541547E7E2A85ADCADD1093C6C8A739AD06B67F3552DC7F9A62FDDDEFEDF12389EE742EE34EFD6823E938F22B02AEC63318B0FA10C0CBEF63CD0C980CC40A18774EC5E8D21A49DE3EC2E39629B8498728DEBB76BB04D0C8AC450C8BEC1B72176EFCBFF07AE14A6C1EBF5683A58E23FF07705DA04F3B42CEE7C967D5B9;010001;E05CD472690BC083586935118BD93A6CFC885E92DA3B9CD8BD707CAFE8957C37DA474F6BB720DC84C1B581FA2953C0CB955DAF382DB1B746D45E06D094D9D93B; ; ;1826
850;D63D1655DE143C721BDE96ECCFF12BACC3FCB6248D701229477EA1D3F9ACBAB81358A226FC4F7314C1ACF53BC0B2E3A74BC466F40B7B98AA9DFFC27B1765405B181CCCBFFC5689EE415C9865F5F52576C39CF7B52C4EE41FD20AA358D11453D35E9F1E3A7556609A405A4DF2BEA5A80A087303E3ACA44DDDA513317774AE701F;010001;FB83A9D72CFDB046DA573E4B937140181F866951C949A2BEF164AA16BE2801EAF79B8E5837A8512F22D7CA9B52C491F48F2EA58DB2E9E2CB27F0E38FF573A6ED; ; ;1062
851;B7DF82F0CFDFFC4C8659B5B1CE0AD0AE4232BD81116205DDB72376210C050626F7CD4E86336CACD528343F47624B587ECF116D93B1F4CFA71B5F296C33A51966465E0B3D197D990168D29FCC2638A5E59F9F7CBC2925110DC692234CFAECF31B867D317DC3C75F54EC86F72ABE86C3B2339A1E6BD781D52CC839947858F091BB;010001;ED21CC2A08AF9ED1217C00D5D080796CD4EF9F742579A951A46B958AE2DD6B0F4B28F0DCA69804B1208BFA40186646C838784ED8C792707AA52C97E031903F7F; ; ;958
852;BB057C3B45E24A7E091F52DD9AA9C4ED1DBB1A7512244E0A2B58D343E67A8BF8B91E419D07E2B226589313D0B28D65DECBC14E8F91B750854C52C6BC555859BBBB2458FBBC61E52E227241CBCD23FAFF7673DA9D608642F60A93342C77103D51ECF98187D3339F584CDA3B5128E31138B40A261D7458A2D13C5AB0BA2EE16565;010001;DD2D65B16A91E0873FAC06A14E624841D2CBEC1470C72ED240314980077C866D124C4DD32E6CDE1A772C0E6B124615814BFFE120415383C94163E94A998D0D93; ; ;832
853;DA1B2C4C12A43A2DD73707E6B6F7FFEFA467563B35C09A806C30570DBF6B59F4832ACF5586D384A86BB824456DFEBC4ECF3EAE3045F8595F01344B9E949C2BD74A52B21B4A355EB5A885F352969CA8F5BD5ACB28D593304689DBA73527FA704B856EAFE45954B89F4F80C1DF0A8C902D5939739FC2A14DEB33E07564B4FEAC6B;010001;F4EFAD17FE8BE22C4ACCB878BA2C6A7DDA23DBED4F088EBF7FFF37CEDDFD11B74164E4E123954625424702440E0A2F4D0D212D26D2B21DCEA52E07728F74AD85; ; ;1497
