id;n;e;p;q;d;t
189;C4DF8F8387A00FAC287223B0B3C7AB0DB081B89B04397770F2A90208EF832F4082D7A649B7F8D47BC33C25636A3CB809D1821B4DE3D66317C3C805F38E24F52C0C427C4AAC6F712FBD89BB27C86F6F5B1E31FDCE89A9A4579F8D8743C1276A1D5E2482C5BADE259F5679418902AFABF354BC97DD5FD2132549C73D3218EDB6D3;010001;E272B227DED7DE023E013F087BA90C276BDD581314C9F8A79F0BEE712ABECD4789E31A7810D2AB18C4298D9719DEA6255CCCE302B355EE9EC36623F88DE109A1; ; ;732
190;C863BAC087B2608FCBAC8D233CF1B83FEB3C23A7A4F3048C36A7BBAF5C3A9A5A74AE37FEBF77219140F33345882999F7C22BEE813CE53EBF0430700D6D69A68B19026462210061A4463A5A0EF45AD64F9D1E0AF3793951D11D41F9F48158156825F2EA6925D5773F05BEBEE2B678E29561AA118471C518A756392BC72430D83D;010001;E760A9B7BC641520A284FE11B017DAB33C18ABCF164C845B677E11CC7AD7001AD0CB546D8EE933F684FD75790A89A03589E70239504645C356B718D0955C9153; ; ;1329
191;B7CF6D1EDD54D228ABAF7D10EFCC2443BDC490645B1EBA967B19C727CEF14E948DAC730F1D12DB869F27CC1F6EF64B3D3160DEDEA16B4509A026F15F4D8957BD261580CCF39FBCB16FD3B02B2347625FE3292FFA24BC0A7FDCAA331F49E92A78BE50F25EA239918E936880A4C9DA2E723AB8FBED7F329AE1F598A81B67B33191;010001;F21311CCDF1F9940B25462F307181649F470523246489F86598899FDBD8414C75DFFB3AD7B8D0057B39C4B7A4C932F72DA64E00CB2FEA9A11D72B63F8BD87C53; ; ;1805
192;ACFEAB8D400E61F227CF55A49B9AC9614A1523A4AD11F33A5350D6D282A852B1C886151D1F90917DFDF75AC0057825DC3C4CBB5A52CF8E96506CB7CE4E2D315188BB4BACEA82CD2B4711B041504855065624D54952B0944FD3CB97068BD552CD8CA2F6FD7D49645E531C3E1981B4925CBC5136C0065AA7DE0C698D464A31BBDF;010001;D8B4C3B28FE247DC376AAFD83FC567AD97F66F796910B51C1497CC6B364AD2B91685E40D28CED34C8AA4678D1CC132DB022CC3CCFE935EE8410B4E85B096D60B; ; ;897
193;BD03D42A43AE57275BCCDEB807738AEC5621F6D46630F0748B517C114392EC1FC2547B7CDAE9DE770B4ADDDF562A888EB4FC6F625EDFF9F5C42D835D4D5555DD746F07492AC5C683C93A0456753BB2BAFA4C1D9C152264128E143E947D42029841DECE7193B05C857C7D1C9B0627E1399C799680F06057B7B96357FB203FD835;010001;DCD9111207CE46BE60143528FA1036526E939CF6FA286F0F20E6288F74AA0E159AADF90A7A3FAA4C0B76190153203A54B50D99FFC5DB982AE59EDE4DB977D0B5; ; ;297
194;B76C071D523DFB3AAE6093CE80B86FA733A00082F9792A9DF9E7E62EDD5A696D189A2423183E2288F044740DEB53AA2A7C384D975616CA0A16845907932D4ED344CC6B38CABB48CBC5C989FC4D09B6B420A8F25D2EE0025DE1ED13998E2CE55E3FDCF662E03CB037F34CEF9EA114F9C9D3996AAD6D82D266A9C1700FE3801359;010001;DC34968E6FEDC939BDE54204A3CC3889C3A1123A6998C5A2AE2C2438BCBA874827CB6313323A22C3C0E059731336842D53489BF91505BCEE3FB32A964EFEBA43; ; ;1867
195;B7EB73ACA82F9947E391EE917300044E604072A20FAF0127337A74C39EB2FEDDB1EDBEFA64E55CD4722D0E581BF9EDBD8AAFDE181FF6E1D93A5788935197364CD7C25E0D538135FA8DC38C7FBD2B4A7C3FA7D75E8FB06B81CBF1D9A2AE2123DEE04FE8155920E826077A92786027FB7E57508341F4590FB518396F7636BA8879;010001;E6CB61B222ACAD1041F29E07D36C8F0A3E5322E3B111815DC3B32AAD7778746DC998ADBFBD9732D087958DFC55624E9D06170CA2C219CA2206401AC251F7DE3B; ; ;1433
196;93B50C1ADCA1806556AABAC4798FCC41CAE38F416CB00F6907A4B3E16E113745A6940602EBCD758A95838BA448A2B67C2134DE9CFB779F28E4DDDB42A82944C94A3615AC93596ACC6C40B1CCB484D786DE0A32F24522036B4B0745732E800D1781CE2B2A85C0E8AB29AAC97B53427ED2254F64FD2937E057132A56341C10DCC3;010001;C4E030DB63AA500ECF517E7C2A3A00795BB875B72ED8810E0A3E6A23B1ED280A2D4789537AEC0AB6D6D913510A8F514F9F8D03139BCD6CA2E82C461CEC6C24BF; ; ;357
197;BA560A4CF847761540D07DF2E40F0737286FB0B87EA521CA1097B0D66C81626198E761EDD950DCA7DB4F073726E641AFD19AB553D6CFA87B0BC1EC26DA724B18F5AB84BD28442FC6D0ED5DBBE32D27FD0EFC22DE9EBF5C31566C3A58EB8915788A7FC3CD26442679368168B9B11A71BF86DCA1AA96E215441F75FB33849BE6A5;010001;F377F38C39A4EECA0DEFC354BFBAEAE3EE3C592D687DA0AE5E65BFEA7F8E75F12EA5736CC56DC1DAC07E3D0C0E4E55C893A98BD54AF9A148EC21B6111361AD15; ; ;753
198;A95AE1E2B8F49A0C2CBCE8BA138DE8307C00314ED29AE94228E85956382F165E11149959370EC7650287507E090076CE1A9D0B58A56EE3993D6AAB93CFFC2D32C2A0F7750E6DFA2C07EE6042B80F3D701B356404E8953C07F746AA59BE9C7A40F1AB4BD462BA2F834CEC8E0001F7C2A534AA048513630A59E28328AF560AAFDF;010001;DCCCDFFE882AA41E8DAF299EBF0E2A39C4B04A87925D7456704AEACCDBB8B0F698CF9E373DE7BFC03121E8CA6D5F555591A6701200C93261633723B489E31047; ; ;1475
199;BD81205E0C5E00929376F6D0984E9C4D1510CE2867D0AD1D0ADE231582E024E45C1DF875F180CA725E16B285120A47BA75B65C2348D4B4A182A97C7C990D6CDD29D485B048B0D7A8B4A9ADC74007C1613BFF9ED89E4EFA019CCF1FD2EEAA04BDFDD5CED9C4192A333661D9B42312C05EC5AC772EB36F42C4963CBB28D409C6F3;010001;F8130BAB06AF9CC15C50B8FF6BE43C81719C0D07259C8490A0FBCAC46C3AF4C56C49C76AABF411731A077B9A0DB830DE8707A7E727036790B227A2FE9B066153; ; ;1415
200;B5E55EE0495D7D576E5244318A8D9B765D6F6A9786D4613F6CD4054ECAF53BE38CF0DA5C53A7B7542BEE76FC87BC04A39FAA82ECA64849ADE2A1D374A1F7E382961AE13043E64E02AE00B3DB42DFE009E1448C8606A7F07A7B083868C4F57BF66E528AB04EFF8395B50E79E88A01A5C2113C02A92CABA6F01F1F73E5EBE8F223;010001;DC99CB63550490558E05B2B4E9EB9A5F951F7A8B96422E99677560229693DE71B239AA6C398208B4F5ED3B04F62C9017A6C207DE3C6B7AFDAFC0A5A420AA4263; ; ;566
201;D272B89E0344AB0F00F927E773F000F9E03B9F7D4F5C781444CA63D3B4C3BCA3FDB7943D71573DD5F84CDBC00C14896877C47839B290DCE9479E08F2108A9B1EF5E2B82F1A9E4DD7EF499249A5D7815A0B8BCFF2FE27C8BA3B3177FB9BF161411DBE1269F60785A7D1FCFD04D2076676B47DBC549BE0584CAF23582EF64BD163;010001;F5E93A695AC019E999A9C25EBE1B12F3647F298BAA38FD6E02C69B0E61F113675F4474763A9D11DA11C0C3C2F173617651270D125718EF61EAF57423959162BF; ; ;254
202;C98B8864C5874BE1A6C7A3713A9AC9505B04EE333BBD453972F411285D842C31228AE11B1B8A3DAF0A2A53AFA7FCFCC4BDBE7CA38D7C73ACB66C82421602979CCCFF76AFECA5B95131F279E729486CDEA3BDB749EC12C3141A226590942F75E62F2ED8AB83956A46C1DE75CD8EABCA971A5E119323298D27B6E75AEE41062BF9;010001;F4B3F99C7508A1FABE5C1FDE572D9261D1CBD0CA321F8096AA36B55DC3A0B676370508704F7AF39CF7DAB97AEAD11534844F283245EAE1B8D1715E2033A00899; ; ;669
203;C500AEA0A214869B5CC01AF5BFC6AAC1744502B8E970DABD06E1310DBBAEEC30C76B776A59E7657240639DD58E83B7259EBC5D33B3AFAE67E633850B0B49E76FCF7404568526EEC5DEFF95815F0FC5BDF756B3246A792BDEEB12AAC4D304B7105D0DE13E7BE721BAA5FFDC04EECD44FB400CFD591450BE28F0D34AD28C1DF0D3;010001;FF3BC5F652643E6CEBF284C2399B871FE3BD4BE86F118AF7E9D3CCB5D112DBF0A3B1A608387DF270477CE5984A04CD50878535025B87E6932F2670E051F82A81; ; ;1229
204;E2D620BEA49E1EE5A3CC7F20A1E8F95BA1B1721F857DD842AE2B77C6EBEF594B7BA7E3D521E54F40AE082FBFD407BCF52482C263D9F24C63693E773FC5677ED0185BB430E3D57540450EFE32DB3B44955DA817BB9DF3379B2A8E38E195A0A59D90B9F704F83555C0E39DD583BAA259A9E97B6093D11C5457DDC390BECE932A33;010001;F96F09F2B4A66BCDA1FFFCF471A3D86CC064723122DF839BF44D83F96B80A68FFD22B29AFC7D11D21C77B2B2321D122209C74ACD7656039603635800045AFF35; ; ;399
205;EB8A311A2A3C53DF6CA806FA5970070BF5C1DCD3B459BEDD381EC6432F0533E528C0CDDF879C8F59A77771E0400C77F865330C06D9D1DCBECB88958E93626FC3135B84031542F4282FB4303B9D7659FD492F70814166B547FD1FC193D42C4C33792A01BEAB59BD9451483C9AF397E4698C7EA5537BE71A7C9898924BC50FB35F;010001;F6DBB798709AA8A2F6EECF73AAA269B80C440D8001A0E5F8EB758E0D80CE43D50A36D96F025F003A1DE5541BC8F9EFD6FA08775CCFCEB83058D74FDE623FCB91; ; ;795
206;AB33609C02C2626C59EC2C5B4610FE7890202B22DA3611C138D1D01A3A0BE4FE1A6FCCA61719937AE5771F8511A066EBD3AC0976E723E2E3750321C58DBD1FCC68FCB78B481AB1D37040D950BF44C9BA26E270BC5C40A7BECBA8F7E3DE43802200D387C5C92DD22DDD792A7945C21FF6BA9BCCECA46902480044141D2C91EEA9;010001;D29BD0080BE429581D38D0B126AD12D7E4551D18FB1EC175A536A4F33E1C8D5DEB989EE8C9196D792CD6C178DF824397DAACE5FA9FD579CCDC91555435ABD6A3; ; ;233
207;D0AFEA569EA582A43E460FB47CC4A701D7A49006AF2E6279953602171CE3B0CD17A75724066C11E9A8036100DB7169BFF245C115CFA7C68225F0700FE03317E61DBC8D50879FE8B1D6DD3F1E4E5AA986697B941689B4114C364F40B407F44959805C9FB1AC0EC7582E175587C40B36704564520CA6DF5DB65A1533B040436119;010001;EFB664548AFFB163E2EB841A7A80781FD8EB9A01193785CB938CEB8594533714225D62900A0217F806B606FFBDC74729667D6109A6F1FAF48F380C84C67A38D3; ; ;1127
208;AA00E320DFF6E6AEB673A16AF90A8A368B2CD1BEF3476A68D5C031F723285BA1CB329A320C7EED03919AA74D35A95799403B4C89DFAC56FA5C6D8B8028CB1564A66DFB2629B0B8536B60D5D251C9416E88F2A1133623E1A9EDBEC4492451D3FE9B702BC50186AF3AFD5CECB8855C68F0B08A934EECCED736891C553E739AD9ED;010001;E2653F88F9DBED9FA2248EEE5915DD9D454556178290D864595A4B05451077B26FFB0294807A810A99FCF64B87CDFB7FE2B77A183F9346A579CA3E661306A213; ; ;688
209;F3B5F38047FAB11E788FA758337794A42EC9FEB9C83A6D2AC4E88032EC7C859D3EBFB32EA7D377F41DC5A5AECB47A39850DBDFC95870EE10E033AC995040C8C2B07A56E0FB347079F4B615C2593ED9C9C16CA5AD58D3E49EA9EF5B737024F26F32DCE9E4354101B996ED344B727940B56AF58C6EBA3C8546D99429AD7914D4B7;010001;FC72F3216044AFB3CA723821EC2966CD96EB2C9337217AD242D5BE0B233EB4C9C5B098F75668711592A412D8BBD4E95018C025B0D27C21C840D05B88C8379ED7; ; ;1310
210;D66F73672BD8E52F9D5CB898B1C0CE2BC2642D1FBCC036B5E1BB0A4940D644F81B6A2EB8FD4A5BED8D1AF71DCEE3AA8DF72E0BC146B27EE90CA948319B658E68200A7029B7ADD3EBA6D0788FF0D31D05FA16E46C8B7BA51716198009C6C0F0662952549A9B370EE634BA0B50374F53CD203B67D4FA6AC46C4E330ACFD1CEB021;010001;FB883218452D082091C309D5AC838758AA7B3906C4459E3C6DAAF37F9B1D0465542954587E77C26B4F9A489A3D2AE36E16F4B9702AF0489DE67B782DDCEDE4B7; ; ;441
211;B4F9C21664F8142E608A6F940B9135ACB196647C5FDA06B5C9E89BCDAF89D8C1F1D6DFAC11735556223B02C467E5E00E776A5641D274ADD5172D808AC6B7118415C5F19B7C70876719D8E4C43A1DCEA382628208601F8DAC67DC85146458EC40724876156B9B84C6367E4D7B03EF17E7275B9C9050B27148EFA8A802516F6CFB;010001;DCA8F9D93FA07BB84BB3E1846A122FC18B93A17E2B4C1873DEF7FE071955D3F78155879E3A18455222BE68FFA9252FBCBD5161E39005C10F952B7D5BC70A55CB; ; ;3194
212;B4623F0C0E0222214B332B86B87F963EC0912BB3079BB236ED696B9C23307E78ED0CA514D9C074C6FD723144928337D16E2A7084491B8B7B4A83ACA63185F3726F51B60EFAD79CA7B2372303860D79138AC9BC103DC9FD7BA0C11487B4C461CE00874D2BC5940C711CA7391525CB8A099307204A9D25527F112F6D8D1B63C8AD;010001;DBFCDEA1CBCB705EA2A23D22AF88E0CC4BA0614AB6DF6E10C63BBD95D2BB87D0B4272FD0E86400B1D881D59CD1D7B6CA7B34A2E8209BFAD37CAFB14BA4D848A3; ; ;565
213;F559ADF1717268C030E089CCE9F34417CD4F86792C73F08DC635E109BCF28DF8B8EB5119F95B8F30826F5469AC17975CBA8602418214C5834F88C62ABF44F900B48463A893ECFCCB9B6F1485FAC0B62CC26B7079FF3583429D06E9E9C40CAC309FB6F75097B77BA2E68D533CE647B2C42A5AA3B8C29CA36240B91ADD81DCC24B;010001;FD32A7D6E75C92632D3C097130ABEA48E7C242FAA5B17C48B43E6A416636882F0EA1C50A1166DCE60EA956B9DBA821BC24454AB58CBB093F1594A2FF6DC7CBF9; ; ;627
214;C171612558664B13D0D76B2069915845E0717A81FE3D0BC0D41CCA90990F644E0E825F8EADEADC6C9F3824DC04D2812C8DEC1A4A0EA2822B06F5A3F85F2147FAD4087C5BD67DA861E31368EB33EA1C761F3C5172446159D28755E98AE111D54892C542790CFE22A65C58531C2F17FB65C9F0D08C7F700F605B983633EF6CF00D;010001;FEC0C16C4D30C8A2E3F4684416EEF4AE3A3E6976BBE7185EF4A054CE9C1DB7C9B5552A7F9B20BA319182440863E41E18429692D4359890E20F08265091C57CF5; ; ;873
215;B02DED40C0A4997DE1127E50C77F0065A74B570F73B5E9162EF5B25B50343D71F3DBBBCD301BAF0E72E0840C707823F9C3D8DB53333B6F9FC81C4A79CC24DF8E303DD460439F102A8F4DDBF7FCE190EA669493F0ECF0BC21BFDBE1FE92C7C407D6D8066D5DC6A9BA24256B3404A58F54DAD19A5DA6195107CDDD6348E6B7AF71;010001;DF8BC9FAD644BB703ADBE7579F2F81E0B42B923A14E20187B78D24E391EB9274DFA6EB54E4AFC51EBF290D2A19390A35B899CA2333C9E8AE645F2EF9B68260F3; ; ;813
216;BEE7FE2AE06ADB7F17C832011643E62BF9CD40652648AE34CE03E39D9FB251F9D20CB421882052565D4352072847D8B3BB8F867D4C3510290E4DA9AFCF57031E95CBA6383E23936F2C8D5C6AD41D74397A5B023A864F8A46F785A46A12A0C5994C9CA8F0B42DE6304064D82F9BEFD4C01D217A582697E526232B3192CEE606D5;010001;F048D04DEF3CA45F426B3ABEBCE4E5F6C6DFBA64B1DBC27365D2E1F9D7450BE1DDF2456C3F47E576AF33854E32A33E0BB2D10E4E55E6BA82D1724C5FB832B13D; ; ;1352
217;BF74BA85391DB0A1E801548791387073D07A98289589F917EE21601639F252ABDA67BDBF0C35531812E7AB888501B4855FB345A3C94ED634C811C135C5060BCFFE7D59EE66A8761B45562BCAEC5680883B0DD21B38431325EC3C8530D0D368E9ED543EADE8C6EDF0705EEEA36A7827A5D671179CFF1AD483FFABF1CE3FA436D1;010001;FA27236EE176496737CD0B4AF64CFAA93DA70955B471E85D2CF06DDF85CE3667CE2C407DBEB4A9091993D05AA416B6D35CD569C952E119C6C16D985ED88377AB; ; ;1060
218;A9479DD2E7DC07A5B7B773A374B49768234854FC0F4A26965C1CD65C8696ED2AE8000D9853714E6CED96F5249C97826565936660107D1618032F16E514FF1B608D2200ABFDAAF6EC4BC46EB68FEBD550D934B115093830DD5F6E8160D7CC66E18C3ECDED178BC9BC066EEABEABA0BDA83A0542C589F7B73253A8D783169D52CD;010001;E085506A63975E82F8359358B7A321FF681E9476F953293A7CAC5D5155810680347D1FBE46DDF0909A85AD4A163FD2FBC77BF5F6D4AE5CC6A844B1F1355DE7F7; ; ;584
219;AA33CD107EF82D139564888F1DD02A4C1BF85BE27D742C539AD34C2D0ED06753D484CA50EB1F9D5B169B4D097B24000184E112D98A36E5D59C966F3DAA3D5D32EBF9D47DC8293897AA12AB1A08BDED5C0ECCBB4D2009864F0D12A21DA3AE93853AF0BB77D3B5E14AB73C88484CF5DB5B700F0566A6E3F32571508D9863BD718B;010001;E09F334D2783EB419866C23D75B8E976C1AB6D7F407DC11E0711B333284E8F5605A08A43A1B29556D1BDBD19AE51BAB84D81B6A91CC9F7807B12507D8917DD67; ; ;1930
220;D8A6772BF74BB040CD9A2B0FF29D9E6D7C1DCA839ADC886ED7198912C91EE2EFBAC286E5906FFF8348D2CC50C9B2671ED13CFFC819C2C59771A7DCCB1FFA7A0F36B9C55380E193499F4E520219F2214CC64CCE9CEE22E62CA3BD1A10E2308D3ED756ABA0BE2B1FAD19C3606DA32EA147E14E2FDA554ADCF24E2A7CB59B3B4473;010001;EEDBC2E1ACF62C6318D996E57F9F08071F17F3748B6F08CCBF7AAF7257EB9AFF37B14346191B043E1585290B5CAE73CF3DDCAACFB58B30F0F2E78F5185DC232D; ; ;1972
221;C0977CFB91593CBB9168C72D8F7F453DFEBEFD9B005CBE5FA7B947260188BFBB964458015F58D7D1D525B87E77A040C90FADA8E2F9188C5FA6E2C4CC7EE8DB4B8512A7D156BC3C72096039F044C0BE36D8A39329C28A5278F726C821EAA9DBA773F131C3F49D424EE3D3C44EEA6B2303DE834568B4303DEC63424A15FD3FA835;010001;EEAA910EF1E54F74851D4D32C0FB232BDCDE394548968BA080EC71C6F21685C173729EF5E2085EDD6A6D4C7DE4775EF6682802F5418D4D7F40C4F9FDBFC49003; ; ;1600
222;FD43DB79A95654E54B687ACF0E5A974FFE502613DC8B652C50FF93695694575A2AB3C05C90487D57DDFECD4A60A2D7679DB2F81DA48031EE2A03CCB3D45C9ED89072088C5F8E95AAB2F2CF43A5F5F178D37380F01E7BD1C0027A2EE654548C47892A65B862A87683E196E1E1231D037465DD2AF4E20BC1B4F0F81C7791B03AFD;010001;FF8BA7DED98E7476101B51FF481DADBE57ED1060B778C475DB4F18B2D816638ED2BC9F4F602F654F223363213AB6E5D9FDCD74509A818B511FCB280A4380C37D; ; ;1355
223;D2E4A2AD4CC1F5CCAFABA85EAF30DCE3AB35760C05598FA8C7788781757ACC7C54E7E4A691A49AE38526A08AAE391C8C049D25D4B0CBF66477562C4162F782AC7D2853F27D942622BF3F75489DD64CF5B8DBB3880F4EE7738604038BD3358B4B3DD6FF7EDDCC2A78DA979DF96024EFFA262006CA6F8A00BBEC09D289F5FD2501;010001;EC1C51A9B132DEC15E8A6C055BF60D42B9FF7809FF7DB7EA000110F8C29D3E196F0D7EEE6BAC7B704DD402FF36201E6D2240F47784E6D0FD77D10EC0E6BBDDE5; ; ;420
224;D4F8611B3FC8D223FFAA7B9C7C9DDB7FFBE039BBEA7F3ABA50A16E8FD2D7D26AD8EF11CE71DF55CA55D07FA26114B45F08E7E2E4CA02AF9A3C8159EFF7D09BEE71A9CF9D6843C6643BD5DB30246BC3F8857E7F69BF0DB31748463FC923AA3B4E0B11CD5CE8D2B2327A24F1F43D12248595D94288494EDC3AE109054FEE29527F;010001;F5BF39B42FFFE456D7561D8899AC0C7539935A06F213AEF20F838D011914D5065412E76317E79B43C617A21F698B65070CC9B971E4D3844B134217B45F83F9D9; ; ;2778
225;CBC55411BE33E6BEC4971EEDBCEDA0FE4FDC6CD672AE3E142E99116D6DA2D0B03484E45BEF85314982B9248720AE80923E66C76F5D166405C8081F0CEA68221F30B91FBC611FE1C1C67269E59A360B133B6A66867D73C7B1997510E3A7EBA6E84AD70ADF50618BAA970D992643602A98F17BA34AD07DD3D3E5094ED330B54CAF;010001;EAD4E0306B979E1253E43F90E5D9F0E87DA14D0FB691AAE84F06FE3BCBCD926AFDD873BF7DC59BED980FB2FF5D5C90DA70A4CCD2733FE20E3AABCB6665B1A271; ; ;2988
226;C08DC148543FAA01C6BFF329F934AFA2D2183DBE6AA4DDBA7F98797194B4F5C2E2B99FEA5304C7A948800D6AC0F9ABDBA7B7FCA299B474C1BF90A48E59905B581FA52B933907633CBBC335C69988C668C82F3BA896992AC9007CC1775AE70E2CAC64153DFF2D9E9798832C4687946F2161D233B181A5E51FDF43C44524A8ADD7;010001;EBD49FC89922A35C31998DBE1C777D12081E3E6F3D6D522FFE332C3210CB09E9A0BF2A9129A5B3B022224E9768CEF9D517E81BFC036B162191BDBA83DEC646B9; ; ;1313
227;D8620BBC89806FC07AA51A6E375B4A9E3B6DDAE850441F9E20CBBD1AF84BFDA43605D04770DE39033685C5D8C8C17407728AD03A00EC1C2FA6FE15C9C7CA52FA465F022B02F47ED96CF43C4C9F8D344B5B113E9E9BC33760E75DE09A6982E695C928921567BE0CA47EC5540979D5E62C1F40E3FD2BD954D7F770D923F9860B0D;010001;F21D53A9EC98C5BB5A17297B48860BF3B12B09BD1FFD19B47F18F6ADCD0A22447EA98FB12A87E9EE4A88ACFCE5F66FD3C3EA9AD846D6EA26854D5750AD15E205; ; ;464
228;DBAC4368D75221CE0A36653A8A798E998CFDADBF79AC838835F3A6D645082158C908B9076F2B4081BEAD3C3ACCD180705A806450866BC6CA127C1348A4084B999561AF886EAA20D8F12722CB2F5B7432341689BEBE6BB36CCD8CAB5478EED85D057CD0BC2469E7E7285A519EE393C883DE2470410F13BAD24B750E609E131813;010001;F00148B4F4881EC1BBD68F35E95656838D728C781BE4C5313A188D823062E6D396B7583755677FCBB22AAFB9A2017B800D9BF53775AAF1D747E961F1B75CE803; ; ;649
229;BE7F3A37DD1721CB2DE667295BDFA5CF81A4D63DE2ADE43BD702E4A8475F6C29A8418A97E82ED250CFED3270B621A92CE3035585B6738F67226BE7534CE6F443B5E232D280D98E62A6C296977DC5B4FE8565366EC8F665641EC50897ACF1E1495D1762CF67A714862CAD351DC0525EA28DF528E2EEB8AA41578A23CF7387B265;010001;DE792206A17E35D486CC769AE5D987BBD941DE752FF5C0B8247BA8ED20747B06527048746306E435173DAD566560138248B3C75C498135C2B14B5DF855675F8B; ; ;792
230;B5B418A91451892763F3FE58F4FE242379B8A60FDEFED7077EE92589A0B24B65E0ED4AFB497EC4E397480B340264C6484A821E852A16900E3ABD70C9E69430F2D90752048F180ADDF1C464B776119F4538DE1BBF0FD9E76C6C6F9F472D04989A123106A7ED5A5D19614E5E30670CBFE30ADA650AAA199347F9EB9E70BCF38C27;010001;EC1B21DFA1A765CEF3D9C63F30CB897F54550B7FE6BD402416738F618A91FE889147696216D215EB2A29DA0EF4B90BB54036F27502908A01B12E364DBFDC7BB1; ; ;1889
231;B7349FE82BB1E8A21250A773CB9B4EE45531EC300F9AC52240EE839E855182F6690624B8EF912B26F1ADF76AE1D716980EFDCCB108337493BA975E7E0764A4537EBE0F8CDB5B4DFCBE81CE45ACEBDE2F3E303A3F04889EB7604F3A7ADE9E07EF523CE39D74386177342B4CA6014BA899E6F128DBD150BDC7C00F9CA7B4530D95;010001;EC808D2B1A26C86FD58FD355284B107A23008035A32CCD0A15F04B8DF49F8193741CA43D97EA454469DA98E2C117F6095065BB6D5E7F4BC26A298BBE40C8D4D5; ; ;545
232;A42AAEB514435E84E8364B1129389EEE22C15DDA2A9200B1B70BC8F71E3483A04B0D7694D7D517FCBF7E07D8B0B11997D79A8F3B3E4D884D802F504A0813C43D48D44D88448A1826AF79FA5526240F3E1D86C39F2AE08679F9DFE9F6C1CA1EAE46C4A5B05B5741C2771C6857D4B445ACD2BFDB76FBB6E848D2A003DF6705BFA5;010001;D186312FCA310E8B65C7AD784F109B4A122FC1F6CCC3DC4651B6B3D65662B406F4B9B06F32022B02FA2C0E06B673F2B3BF320FB7988D499B139B23C8492AA829; ; ;731
233;CB5716E4E92D6121E59593BF6615218469753F26C60A5A2234AD48CE3DF535A032B7EA0B9BA369A4BC9E4DDAD7150972281C5FFF4F67CE33420806AFCD83958D5018A90FA892A1191AA21AFB5B74E5496DD96BF91A81FFC1177F290F8006813A6DD15AFEB60F5B01FCAC58E633BB4888B87D67B7039E568108885D0CE5F095DF;010001;FE6B6EADF6131FDE9776B2E0EAE94D27D24471840E286E0B4ECA6B1DED562D2FEF30BF0C2A35E1952A73E5ECAE5B43B9E8914ECA44D19F84B376B5BB9274AD85; ; ;1062
234;E5A2510E3F321F88537116EB123FAF1A8091F358AA2415ED73375F7F36CCAEDB0B3BAB8EEFC18D043D5031CAFC5E508E7D7E8F57BB638CC43602821F8A708C859A9DA6308785B9673DC2B99CB4306A0D818104027B9F9D654DC693F7054226B85E52CFA8FF7A57A0097AC008C5120A8B7979B61FEDD73369E8F66C1447E52947;010001;FC71B8CB472F44E5F75554B331C9BB9D98F81FFC6A52C90213BF30B6205C54188C82B3D056DB87C7633390C5DC129AAD013C3CFD0D8B31D26777BCA93E1898E1; ; ;1911
235;CA254FFEC12E9D6FB5B96799BD641A6837B7F28166A9F3DC8E82FD2A9F6603340E9367E3BE15BBF236E2A21B37C9F16EEA467EBC5921404EEEC67B4F22EEE34C553DD27F826CC675EAC3EB2A8760E110172AC38341D4AED12ED6324EB68B152AD5A7C616EF1E8D29CDC2EF14D1C2592B41688AECB07A335FD8FEC96E503D1A8B;010001;FE43AE905933A2D8693FADE6CB978D805200C8A04B526CE4D98D23C110061CB464FE4711FCF70359AF3D9B60D7F5F6089D3434EC354A0F6964B359B962B55E71; ; ;1849
236;C9EB609F5808D2F53B05F4A310E5C547A9A42DB9AA5AB878ECC563A67C9564D409ACB25FC7B7E129D8EEBDB76231DA63C1F094C2B61C0F45CBC9D36F9299F094C082B0C2AE732978F584057224E47D21CF4FFFE8E1ADCAB7200DF0B7895E36CCE21B6CF27EC0365325119C6CAFE0E1C5BEBF1D55A335500145FB645A13FE19A7;010001;F38539FDD7E17AA3B506E0568FE9283199687443147BA6D0641577843DFB4A86D7E5A677DFA910647D52C6D2704F3C9FC5D8020F7AED542FE2A1F5D049D2651D; ; ;1828
237;BB39BE8EF4DCE04A94B5DEA132A5C98ACF54908774BBA9D74282E06F1BA87881F00466E80501376F86F51679EFC580D4894F7F25784396C3A1FC1663430FF3CD13687ACA9668E4872DA3215B199BA7F5AE089FADC01FEF6CC33A7D47E502333B05830E4863EDABEE494308A2570474E8C34E487FCC82EAFECA91DAD4CD146793;010001;F48693EFA7E848AFDDD1EF57AFA2968DB18699FE48822EA73748035815E484E304086D67913E526FE3A4461BFEBBCC45582B51E8CEBEAFCD1ACF6C1713F13BC9; ; ;1518
238;B26E84F00E3CE2298991B91CDB75E0EE100CA1615746C187A806674698AB6933690F081E4E79E4A73513B931131D9276093A38321886D5CC55C047DA508B9C494F698F02164F19E720E0A8C7E49E35B7A98A467B5EB3DA139056DAEF52A5374507C0A234719027E01CF1E646E7AEAB4B18D2CE141C11C7E591FC2C4BCC85AF39;010001;E2B816F9874CE792C203FA75490C10A96CB31A9970256870F8AD2DDF97207F091F678EAB9569EBE3A6A4894A9F671128E9FCE1F598C82A22E87D1AD415226A8B; ; ;1145
